ID	Entry_ID	Segments	Meaning	reconstructed
587	5629-lt	l.t	Auwald, Hain, Wiese, Park, Lichtung, Hain, Garten, usw	^(l.t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
599	5747-ma	m ɒ	heute, heutzutage, heutige, Tag, Heute, Gegenwart	^(m)(a|a.ɣ|a.w|ɒ)?(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
600	5761-madar	m ɒ d aː r	Vogel, loser, Vogel, Spatz	^(m)(a|ɒ|o|a.ɣ)(d|l.d|w.d|n.d)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)$
601	5767-mag	m ɒ ɡ	Nachkomme, Geschlecht, Kern, Samen, Sperma, Anfang, Wesentliche, Kern, Vermehrung, gezüchtet, unfruchtbar, kinderlos, kernig, gehaltvoll	^(m)(a|ɒ|o|a.ɣ)?(ɡ|k)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
602	5771-magas	m ɒ ɡ ɒ ʃ	Gipfel, Höhe, hoch, hochgeschätzt, erhaben, hoher, hoch, Ton, Vokal, groß, Gewinn, Verdienst, usw, bestimmter, Höhe	^(m)(a|ɒ|o|a.ɣ)?(ɡ)(a|ɒ|o|a.ɣ)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
603	5783-magyal	m ɒ ɟ ɒ l	Stechpalme	^(m)(a|ɒ|o|a.ɣ)?(l.d|d)(a|ɒ|o|a.ɣ)(l|j)?$
604	5784-magyar	m ɒ ɟ ɒ r	Ungar, ungarisches, Lied, Art, ungarischer, Tanz, ungarisch, klar, deutlich	^(m)(a|ɒ|o|a.ɣ)?(l.d|d)(a|ɒ|o|a.ɣ)?(r)(i)?$
606	5828-mart	m ɒ r.t	Hügel, Erhöhung, Ufer	^(m)(a|ɒ|o|a.ɣ)?(r.t|r.a.t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
607	5852-maszik	m aː s i k	klettern, kriechen	^(m)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(s)(i|a|y|ɛ|ɯ)(k|ɡ)(i)?$
608	5858-mat	m ɒ t	kramen	^(m)(a|ɒ|o|a.ɣ)?(t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
609	5877-makk	m ɒ kː	Frucht, Eiche, Eichel, männlichen, Gliedes, Walnuß, Eichel, Benennung, Gegenstände, Stieleiche, Schlinge	^(m)(a|ɒ|o|a.ɣ)?(k)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
610	5883-mal	m aː l	Wamme, Tiers, Kropf, Vogels, Ufer	^(m)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l|j)?(i|y|ɛ|u)?$
612	5897-malom	m ɒ l o m	Mühle, Anlage, Art, Brettspiel, Figur, Spiel, Benennung, versch, kreisförmiger, Bewegungen, Armen, bzw, Beinen, Daumen, übereinander, Kreise, bewegen	^(m)(a|ɒ|o|a.ɣ)?(l|r.l|l.k)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(m)$
614	5932-mar	m ɒ r	zerreißen, auffressen, beißen, reißen, verletzen, zerkrümeln, reiben, Schimpf, Verleumdungen, bekämpfen, jmdm, ewigem, Zank, liegen, ätzen, fräsen, Raubvogel, Fräse, Fräser	^(m)(a|ɒ|o|a.ɣ)?(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
615	5935-marad	m ɒ r ɒ d	verbleiben, erhalten, verweilen, Zustand, bleiben, jmdm, zufallen, büßen, bleiben, Math, Nachkomme, Überbleibsel	^(m)(a|ɒ|o|a.ɣ)?(r|j.r|w.r)(a|ɒ|o|a.ɣ)?(n)(i)?$
616	5936-maraz	m ɒ r aː z	gefrorener, Tau, Reif	^(m)(a|ɒ|o|a.ɣ)?(r|j.r|w.r)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(z)$
617	5962-mecs	m eː t͡ʃ	Docht	^(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(t͡ʃ|l.t͡ʃ)(i|y|ɛ|u)?$
620	5985-megy	m ɛ ɟ	verlaufen, führen, Weg, Fluß, usw, gehen, fahren, Gang, kommen, usw, Lebewesen, Fahrzeug, gelangen, Gegenstand, verschwinden, etw, vergehen, Zeit, Dauer, vonstatten, gehen, Gang, Betrieb, Platz, Raum, hinpassen, abgehen, Ware, aufgehen, Menge, etw, passen, Gang, Gelände, entlang, etw, Wegrand, Ufer, Gehen, Gang, beim, Gehen, Hinweg, Zug, Gruppe, schicken, Gang, marschieren, Bedürfnis, gehen	^(m)(ɛ|i|y|ø|a)(ɟ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
621	5987-megye	m ɛ ɟ ɛ	Rain, Diözese, Komitat, Verwaltungsbezirk	^(m)(ɛ|i|y|ø|a)(l.d|d)(ɛ|ɛ.ɣ)(i|y|ɛ|u)?$
624	5996-meleg	m ɛ l ɛ ɡ	warm, eifrig, lau, warm, aufgetischt, gekocht, freundlich, traulich, Kleid, Bettzeug, aufregend, gefährlich, warm, Farbe, homosexuell, bes, Frau, Wärme, Vertraulichkeit, sofort	^(m)(ɛ|i|y|ø|a)(l|r.l|l.k)(ɛ|i|y|ø)(ɡ|k)$
625	6010-melto	m eː l.t oː	würdig, gnädig, etw, tun, passend, verdient, gerecht, Gnade, erweisen, etw, tun, angemessen, befinden, Gnade, erweisen, etw, tun, Gnade, Würde, Euer, Gnaden, vornehm, angemessen, angemessen, befinden, würdig, erweisen, etw, tun	^(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u)(l.t)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)$
626	6012-mely	m eː j	tief, unten, befindlich, hochgradig, tiefsinnig, geräumig, gefühlvoll, tief, kräftig, Farbe, tief, Stimme, Tiefe	^(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(l|j|ɣ.y.l)(i|y)?$
627	6014-men	m eː n	Hengst, Gestüt	^(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk)?$
628	6020-mezo	m ɛ z øː	Feld, Acker, Weide, Wiese, Gras, grüne, Saat, Landgut, Bauerngut, Feld, Gebiet, Tätigkeit	^(m)(ɛ|i|y|ø|a)(z|s)(ɛ.ɣ|i.ɣ|yː)(i|y|ɛ)?$
633	6154-mesz	m eː s	Kalk	^(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(s|ʃ|z)(i|y)?$
634	6160-met	m ɛ t	gravieren, ab-, zurückschneiden, Ast, Trieb, schneiden, Bäumen, usw	^(m)(ɛ|i|y|ø|a)(t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
635	6173-mez	m eː z	Honig, Honig, haupts, Honig, süß, Honig, sammeln, tragen, bereiten	^(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(z)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk)?$
636	6179-mocsolya	m o t͡ʃ o j ɒ	Pfütze	^(m)(u|o)(t͡ʃ|l.t͡ʃ|r.t͡ʃ)(u|o)(l|j|j.a|ɣ)(a|a.ɣ)?$
637	6188-mogyoro	m o ɟ o r oː	Gegenstand, usw, Kartoffel	^(m)(u|o|a)(l.d|d)(u|o)(r)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)$
641	6230-mony	m o ɲ	Hoden, Ei, Schwengel, Glocke, Sperma, Penis, männlich, großen, Hoden, Tier	^(m)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(n|m)(i|y|ɛ|u|i.ɣ|a.t)?$
642	6238-mordaly	m o r.d aː j	Mörder, grausamer, hinterlistiger, Mensch, mörderische, Waffe, Dolch, Pistole	^(m)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(r.d)(a|aː|a.ɣ.a|a.ɣ.i|i)(l|j|ɣ.y.l)$
644	6255-mos	m o ʃ	jmdn, waschen, waschen, läutern, verwischen, verschmelzen, schimpfen, prügeln, Waschbecken, waschen, gründlich, abwaschen, Geschirr, waschen	^(m)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)(i|y|ɛ)?$
645	6280-mog	m ø ɡ	Hintergrund, Geschlechtsorgan, Stute, Kuh, usw	^(m)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(ɡ|k)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
646	6289-mulat	m u l ɒ t	Zeit, verbringen, weilen, geschehen, lassen, erdulden, versäumen, belustigen, unterhalten, vergehen, lassen, unterhalten, belustigen, belustigen, lachen, jmdn, od, etw, Gaststätte, verzögern, unterhalten, belustigen	^(m)(u|ɯ|u.w.a|u.ɣ)(l|r.l|l.k)(a|ɒ|o|a.ɣ)?(t)(i)?$
647	6293-mulya	m u j ɒ	Maultier, Maulesel, tölpelhaft	^(m)(u|ɯ|u.w.a|u.ɣ)(l|j|j.a|ɣ)(a|a.ɣ|a.w|ɒ)?(i)?$
649	6317-mut	m u t	zeigen, bezeichnen, beweisen	^(m)(u|ɯ|u.w.a|u.ɣ)(t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
650	6327-mu	m yː	Handlung, Arbeit, Wirksamkeit, Erzeugnis, Werk, Zeug, Sache, Frucht, Handwerk, Fabrik, Kunst-, künstlich, falsch, handeln, Handwerker, mühevoll, Arbeit, erworben, gebildet, Arbeit, erworben, Arbeit, erworben, ungebildet, kunstvoll, Kunst-, künstlich, operativ, Med	^(m)(i.ɣ|y.ɣ|ɛ.ɣ|ɛ.ɣ.y|y)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
663	6460-nyaj	ɲ aː j	Herde, bes, Schafherde, größere, meist, Menschengruppe, Gemeinde, Kirchenvolk	^(n)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l|j|ɣ.y.l)(i|y|ɛ|u)?$
664	6476-nyar	ɲ aː r	Sumpf, Pappel	^(n)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
665	6478-nyarad	ɲ aː r ɒ d	schleimig, zäh, stürzen, ohnmächtig, auflösen, unförmig	^(n)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r|j.r|w.r)(a|ɒ|o|a.ɣ)?(n)$
666	6482-nyavalya	ɲ ɒ v ɒ j ɒ	Not, Elend, Bedarf, Krankheit, Epilepsie, Übel, elendig, kränklich, niederträchtig, verächtlich, Lage, kränken, lamentieren, bedrücken, plagen, jm, unglückliches, Schicksal, Schicksal, Unglückliche	^(n)(a|ɒ|o)(v|w)(a)(l|j|j.a|ɣ)(a|a.ɣ|a.w|ɒ)?$
667	6485-nyek	ɲ eː k	Zaun, Hecke, Stelle, Wald, zB, Hag, Wildgarten, Wildgehege	^(n)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(k|ɡ)(i|y|ɛ|u)?$
668	6491-nyer	ɲ ɛ r	erlangen, gewinnen, erwerben, bekommen, jmdn, gewinnen, Sieg, erringen, Spiel, gewinnen, Treffer, gewinnen, erzeugen	^(n)(ɛ|i|y|ø|a)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
670	6502-nyil	ɲ iː l	Pfeil, Schicksal, Blitz, Los, Benennung, versch, od, keilförmiger, Gegenstände, Zeichen, Teil, Anteil, zugeteilten, Feldes, Schütze, Astronomie, Bogenschütze, Anhänger, ung, Nazipartei, Attr, losen, Pfeil, Bogen, schießen	^(n)(i|iː)(l|j)?(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
671	6506-nyir	ɲ iː r	scheren, stutzen, schneiden, bearbeiten, schnitzen, zB, Tuch, Papier, jmdn, Geld, anzapfen, absägen, umbringen, Scherer, Tonsur, stutzen, lassen	^(n)(i|iː)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
672	6507-nyir	ɲ iː r	Birkenwald, Birke, Sumpf, feuchtes, Grasland, Sproß, Rute, unterer, Teil, Birkenwald, sumpfig	^(n)(i|iː)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
673	6521-nyom	ɲ o m	Fußspur, Fährte, Dauerhaftigkeit, Spur, Geschlecht, Sippe, Schritt, Art, Weise, kleine, Menge, Detektiv, sogleich	^(n)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(m)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk)?$
674	6522-nyomorek	ɲ o m o r eː k	elend, kümmerlich, Krüppel	^(n)(u|o|a|ɒ)?(m)(u|o)(r)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(k)$
675	6525-nyoszolya	ɲ o s o j ɒ	Bett, Liege	^(n)(u|o|a)(s)(u|o)(l|j|j.a|ɣ)(a|a.ɣ|a.w|ɒ)?$
676	6537-nyul	ɲ uː l	Hase, Kaninchen, Art, Fleischstück, Schwein	^(n)(u|uː|u.ɣ|u.ɣ.u|i|o|o.ɣ|i.ɣ.u)(l|j)?(i|y|ɛ|u)?$
677	6544-nyuz	ɲ uː z	häuten, schinden, grausam, quälen, bedrücken, Langeweile, wiederholen, Thema, Musikstück, Länge, ziehen, Zeit, eintönig, verbringen	^(n)(u|uː|u.ɣ|u.ɣ.u|i|o|o.ɣ|i.ɣ.u)(z)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk)?$
678	6545-nyu	ɲ yː	reißen, rupfen, raufen, abtragen, Kleidungsstücke, verschleißen, bes, Kleidungsstück, abmagern, Vieh	^(n)(i.ɣ|y.ɣ|ɛ.ɣ|ɛ.ɣ.y|y)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
679	6546-nyu	ɲ yː	Made, Wurm	^(n)(i.ɣ|y.ɣ|ɛ.ɣ|ɛ.ɣ.y|y)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
680	6556-ocs	ø t͡ʃ	jüngere, Schwester, jüngerer, Bruder, jüngerer, männlicher, Verwandter, Verwandter, Anrede, Jüngeren	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(t͡ʃ|l.t͡ʃ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk)?$
681	6564-okol	ø k ø l	Faust	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(k)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(l|j)?$
682	6565-okor	ø k ø r	Ochse, Stier, Dummkopf	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(k)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(r)(i|y)?$
683	6574-olyv	ø j.v	Bussard, Habicht	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(l.i.ɣ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
684	6576-on	øː n	Rapfen	^(ɛ.w.i|ɛ.w|ɛ.ɣ)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
687	6582-or	øː r	mahlen, Getreide, zerkauen, Mühle	^(ɛ.w.i|ɛ.w|ɛ.ɣ)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
688	6583-or	øː r	Späher, Grenze, Grenzwächter, Jh, Z, Wachdienst, Wächter, Aufseher, Hüter, Aufsicht, Wachdienst	^(ɛ.w.i|ɛ.w|ɛ.ɣ)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
689	6584-ordog	ø r.d ø ɡ	Teufel, Böse, Versucher, Fluch, Teil, versch, Pflanzennamen, bedauernswerter, Mensch, Teufel, besessen, Teufel, Bunde, stehend, Zauber, Zauberer, Hexe	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(r.d)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(ɡ|k)(i)?$
690	6587-ormeny	ø r.m eː ɲ	Tiefwasser, Wirbelwind	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(r.m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n|m)$
691	6589-orok	ø r ø k	zeitlos, ewig, fortwährend, unaufhörlich, fürs, Leben, geltend, Grab, umwandelbar, Beschaffenheit, unveränderlich, Ewigkeit, Erbschaft, Erbe, Ewigkeit, Erbschaft, Erbe, Erbschaft, Erbe, Erbe, Lebzeiten, Wurzel, fassen, erben, wachsen, zunehmen, ewig, Adv, ewig, Adv	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(r|j.r)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(k|ɡ)$
692	6590-orom	ø r ø m	Freude	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(r|j.r|w.r)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(m)$
693	6593-orv	ø r.v	Hundehalsband, Hals, Vögel, od, Säugetiere, bzw, Harnisch	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(ɣ.r.u)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
694	6595-orveny	ø r.v eː ɲ	Wirbel, Tiefwasser, Alant, schwindelerregender, Abgrund, Wirbelwind, Untergang, Zerstörung, drohender, Zustand	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(r.ɣ|r.v|r|r.y.ɣ)(ɛ|i|eː|ø|y)(n)$
695	6596-os	øː ʃ	ahne, Urform, Vorgänger, Systems, Konstruktion, usw	^(ɛ.w.i|ɛ.w|ɛ.ɣ)(t͡ʃ|ɣ|ʃ|l.t͡ʃ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk)?$
697	6599-osz	øː s	grau, Haar, grauhaarig, graue, Haarfarbe	^(ɛ.w.i|ɛ.w|ɛ.ɣ)(s|ʃ|z)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ)?$
698	6600-osz	øː s	Herbst	^(ɛ.w.i|ɛ.w|ɛ.ɣ)(s|ʃ|z)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ)?$
701	6610-ot	ø t	fünf, fünfter, fünfte, Teil, Quinte, Quintett, Schulnote, Fünf	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
703	6615-ov	ø v	Gürtel, Gürtel, Körperteile, Taille, Gürtel, Zone, Streifen, Geogr, Zone, umgeben, Zone, etw, herum	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(ɣ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
704	6617-oz	øː z	Reh, Steinbock, Gemse, Damwild	^(ɛ.w.i|ɛ.w|ɛ.ɣ)(z)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
705	6618-ozon	ø z ø n	Flut, Schwall, Ewigkeit, schütten, ergießen, fluten	^(y|ɛ|i|ø.ɣ.i|ɛ.ɣ.i|ø)(z|s)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(n)(i)?$
706	6620-o	oː	alt, älterem, Jahrgang, Obst, haupts, Wein, abgenützt, veraltet, überlebt	^(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
707	6633-ocsu	o t͡ʃ uː	Spreu, Abschaum, Hefe, Gemeinschaft	^(u|o|a)(t͡ʃ|l.t͡ʃ|r.t͡ʃ)(a.ɣ|u.ɣ|u|a.ɣ.u|o.ɣ)(i|y)?$
708	6640-odu	o d uː	Loch, Höhle, Loch, Baum, Loch, Zahn, Aushöhlung, Gegenstandes, enge, elende, Wohnung, Loch	^(u|o|a)(d|l.d|w.d|n.d)(a.ɣ|u.ɣ|u|a.ɣ.u|o.ɣ)(i)?$
709	6645-ok	o k	Sorgfalt, Vorsicht, Klugheit, Erklärung, Grund, Vorwand, Gelegenheit, Urkunde, Dokument, Zweck, Bedingung, Ursache, Wohl, Nutzen, Argument, Beweis, jmdm, Schuld, geben, verursachen, verursachen, begründen, motivieren, jmdm, Schuld, geben, Urkunde, Dokument, wegen	^(u|o|a)(k|ɡ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
710	6650-okos	o k o ʃ	klug, vorsichtig, gelegen	^(u|o|a)(k)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)(i)?$
711	6657-ol	oː l	Stall, Rinder, Pferde, Schafe, usw, Stall, Hühner, Gänse, Hunde, usw	^(a.ɣ.u)(l|j)?(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
713	6662-olasz	o l ɒ s	Spr, sprechende, Person, Italiener, italienisch	^(u|o|a)(l|r.l|l.k)(a|ɒ|o|a.ɣ)(s|ʃ|z)$
714	6725-orom	o r o m	Gipfel, Giebel, Wipfel, etw, länglich, Herausragendes, Rand, hervorragender, Körperteil, höherer, Ort, Gipfel, Giebel, Gipfel, versehen	^(u|o|a)(r|j.r|w.r)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(m)(i)?$
715	6726-orosz	o r o s	Russe, Zeremonienmeister, Türhüter, russisch	^(u|o|a)(r|j.r)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(s|ʃ|z)$
718	6736-orv	o r.v	Dieb, Schleicher, Heuchler	^(u|o|a)(ɣ.r.u)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
719	6737-orvos	o r.v o ʃ	Arzt	^(u|o|a)(r.ɣ|r.v|r|r.y.ɣ)(u|o|a)(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
775	8004-sator	ʃ aː t o r	Zelt, Laubhütte, Gartenlaube, Deckel, Kuppel, gewisser, Teil, Schädels, Führerstand, Lokomotive	^(ʃ|t͡ʃ|s)(a|aː|a.ɣ.a)(t|l.t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(r)$
777	8014-sebes	ʃ ɛ b ɛ ʃ	schnell, rasch, schnell	^(ʃ|t͡ʃ|s)(ɛ|i|y|ø|a)(b)(ɛ|i)(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
778	8015-sed	ʃ eː d	Quelle, Bach	^(ʃ|t͡ʃ|s)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n)(i|y)?$
779	8019-seg	ʃ eː ɡ	Hügel, Berg	^(ʃ|t͡ʃ|s)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(ɡ|k)(i)?$
780	8020-seged	ʃ ɛ ɡ eː d	Helfer, Beschützer, Hilfe, Unterstützung, Aushilfe, Hilfsmittel, Sekundant, Geselle, Hilfe	^(ʃ|t͡ʃ|s)(ɛ|i|y)(ɡ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n)$
782	8045-senye	ʃ ɛ ɲ ɛ		^(ʃ|t͡ʃ|s)(ɛ|i|y|ø|a)(n|m)(ɛ|ɛ.ɣ)(i)?$
783	8047-seped	ʃ ɛ p ɛ d	wehklagen, beklagen	^(ʃ|t͡ʃ|s)(ɛ|i|y|ø|a)(p)(ɛ|i|y|ø|a)(n)(i)?$
784	8055-sereg	ʃ ɛ r ɛ ɡ	Heer, Armee, Schar, Haufen, Menge, etw, Herde, Spinnstube	^(ʃ|t͡ʃ|s)(ɛ|i|y|ø|a)(r)(ɛ|i|y|ø)(ɡ|k)$
785	8057-sereny	ʃ ɛ r eː ɲ	flink, geschickt, tüchtig, willfährig, fleißig, strebsam, schnelle, Auffassung, habend, klug, munter, wachsam	^(ʃ|t͡ʃ|s)(ɛ|i)(r)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n|m)$
787	8092-sag	ʃ aː ɡ	Hügel, Erhöhung, Hain, Wald	^(ʃ|t͡ʃ|s)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(ɡ|k)(i|y)?$
788	8103-sajtar	ʃ ɒ j.t aː r	Gefäß, Schöpfen, Aufbewahren, Flüssigkeiten	^(ʃ|t͡ʃ|s)(a|ɒ|o|a.ɣ)?(l.t)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)$
789	8138-sar	ʃ aː r	schlammiger, Fluß, Sumpf, Morast, nasse, aufgeweichte, Erde, Kot, Lehm, Schlacke	^(ʃ|t͡ʃ|s)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i|y|ɛ|u)?$
790	8139-sar	ʃ aː r	gelb, blond, Gelbsucht, Galle, Cholera	^(ʃ|t͡ʃ|s)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i|y|ɛ|u)?$
791	8152-sarkany	ʃ aː r.k aː ɲ	Art, Schlange, Krokodil, Art, Seefisch, Drache, Fabeltier, Drache, Fluggerät, Spielzeug, feuriges, Pferd	^(ʃ|t͡ʃ|s)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r.k)(a|aː|a.ɣ.a)(n|m)$
792	8154-sarlo	ʃ ɒ r.l oː	Sichel, Gebilde	^(ʃ|t͡ʃ|s)(a|ɒ)(r.l|r.o)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)$
