ID,Description,Entry_ID,Spacy
erfahren-2,erfahren,4025-jar,erfahren
erfahren-3,erfahren,5487-lat,erfahren
erfahren-4,erfahren,6675-olvas,erfahren
erfahren-5,erfahren,6761-otthon,erfahren
erfahren-6,erfahren,9034-tapasztal,erfahren
hochgewachsen-1,hochgewachsen,65-agg,hochgewachsen
hochgewachsen-2,hochgewachsen,8524-szal,hochgewachsen
hochgewachsen-3,hochgewachsen,9219-tetik,hochgewachsen
vorAltergebrochen-1,vor Alter gebrochen,66-aggastyan,vor Alter gebrochen
bla-1,blaß,66-aggastyan,blaß
bla-2,blaß,3347-halvany,blaß
bla-3,blaß,3534-hervad,blaß
bla-4,blaß,3631-hoka,blaß
bla-5,blaß,7857-ritka,blaß
krankelnd-1,kränkelnd,66-aggastyan,
krankelnd-2,kränkelnd,1359-csampas,
betagterMann-1,betagter Mann,66-aggastyan,betagter Mann
alterJunggeselle-1,alter Junggeselle,66-aggastyan,alter Junggeselle
bejahrtesWeib-1,bejahrtes Weib,66-aggastyan,bejahrtes Weib
bejahrtesWeib-2,bejahrtes Weib,289-anyos,bejahrtes Weib
sichangsten-1,sich ängsten,67-aggik,sich ängsten
sichumetwkummern-1,sich um etw kümmern,67-aggik,sich um etw kümmern
sichumetwkummern-2,sich um etw kümmern,101-aggik,sich um etw kümmern
sichumetwkummern-3,sich um etw kümmern,2255-esdek,sich um etw kümmern
sichumetwkummern-4,sich um etw. kümmern,3322-hajt,sich um etw kümmern
zusammenschrumpfen-1,zusammenschrumpfen,67-aggik,zusammenschrumpfen
zusammenschrumpfen-2,zusammenschrumpfen,2682-fonnyad,zusammenschrumpfen
zusammenschrumpfen-3,zusammenschrumpfen,2942-gebeszkedik,zusammenschrumpfen
zusammenschrumpfen-4,zusammenschrumpfen,5333-kuporodik,zusammenschrumpfen
zusammenschrumpfen-5,zusammenschrumpfen,9389-toporodik,zusammenschrumpfen
sichzusammenballen-1,sich zusammenballen,67-aggik,sich zusammenballen
betriebsam-1,betriebsam,68-agilis,
betriebsam-2,betriebsam,7618-ragyiva,
emsig-1,emsig,68-agilis,emsig
emsig-2,emsig,3183-gyakor,emsig
Halbadeliger-1,Halbadeliger,68-agilis,
Halbadeliger-2,Halbadeliger,102-agilis,
unterhandeln-1,unterhandeln,69-agital,
unterhandeln-2,unterhandeln,103-agital,
unterhandeln-3,unterhandeln,201-alkuszik,
unterhandeln-4,unterhandeln,9431-traktal,
unterhandeln-5,unterhandeln,9489-tukmal,
Tatigkeitentfalten-1,Tätigkeit entfalten,69-agital,Tätigkeit entfalten
Tatigkeitentfalten-2,Tätigkeit entfalten,103-agital,Tätigkeit entfalten
umruhren-1,umrühren,69-agital,umrühren
umruhren-2,umrühren,103-agital,umrühren
umruhren-3,umrühren,4165-kavar,umrühren
umruhren-4,umrühren,4312-kamatyol,umrühren
umruhren-5,umrühren,4557-kavar,umrühren
umruhren-6,umrühren,4644-kever,umrühren
umruhren-7,umrühren,8272-sodor,umrühren
umruhren-8,umrühren,8301-sorol,umrühren
umruhren-9,umrühren,10039-zavar,umrühren
gewinnen-1,gewinnen,69-agital,gewinnen
gewinnen-2,gewinnen,103-agital,gewinnen
gewinnen-3,gewinnen,4595-kereskedik,gewinnen
gewinnen-4,gewinnen,6491-nyer,gewinnen
gewinnen-5,gewinnen,6491-nyer,gewinnen
gewinnen-6,gewinnen,8991-talal,gewinnen
gewinnen-7,gewinnen,9717-vall,gewinnen
gewinnen-8,gewinnen,9850-vesz,gewinnen
aufmuntern-1,aufmuntern,69-agital,aufmuntern
aufmuntern-2,aufmuntern,103-agital,aufmuntern
aufwiegeln-1,aufwiegeln,69-agital,aufwiegeln
aufwiegeln-2,aufwiegeln,103-agital,aufwiegeln
aufwiegeln-3,aufwiegeln,750-bizgat,aufwiegeln
aufwiegeln-4,aufwiegeln,9603-uszit,aufwiegeln
Agression-1,Agression,70-agresszio,Agression
Agression-2,Agression,104-agresszio,Agression
angriffsweise-1,angriffsweise,71-agressziv,
aggressiv-1,aggressiv,71-agressziv,aggressiv
aggressiv-2,aggressiv,5352-kuruc,aggressiv
armlichaussehend-1,ärmlich aussehend,72-agrolszakadt,ärmlich aussehend
armlichaussehend-2,ärmlich aussehend,105-agrolszakadt,ärmlich aussehend
lumpig-1,lumpig,72-agrolszakadt,
lumpig-2,lumpig,7920-rongyos,
lumpig-3,lumpig,9449-trehany,
arm-1,arm,72-agrolszakadt,arm
arm-2,arm,105-agrolszakadt,arm
arm-3,arm,1599-csoro,arm
arm-4,arm,7420-pore,arm
arm-5,arm,7830-rideg,arm
arm-6,arm,8278-soher,arm
arm-7,arm,8625-szegeny,arm
unbeholfen-1,unbeholfen,72-agrolszakadt,unbeholfen
unbeholfen-2,unbeholfen,105-agrolszakadt,unbeholfen
unbeholfen-3,unbeholfen,168-alamuszi,unbeholfen
unbeholfen-4,unbeholfen,698-bibasz,unbeholfen
unbeholfen-5,unbeholfen,1339-csajbok,unbeholfen
unbeholfen-6,unbeholfen,1359-csampas,unbeholfen
unbeholfen-7,unbeholfen,2132-elhetetlen,unbeholfen
unbeholfen-8,unbeholfen,3175-gugye,unbeholfen
unbeholfen-9,unbeholfen,3181-gyagya,unbeholfen
unbeholfen-10,unbeholfen,3210-gyava,unbeholfen
unbeholfen-11,unbeholfen,3800-idetlen,unbeholfen
unbeholfen-12,unbeholfen,5740-luke,unbeholfen
unbeholfen-13,unbeholfen,5946-matyo,unbeholfen
unbeholfen-14,unbeholfen,6385-nehez,unbeholfen
unbeholfen-15,unbeholfen,6475-nyapic,unbeholfen
unbeholfen-16,unbeholfen,6505-nyimnyam,unbeholfen
unbeholfen-17,unbeholfen,6540-nyurga,unbeholfen
unbeholfen-18,unbeholfen,7175-pimasz,unbeholfen
unbeholfen-19,unbeholfen,7550-pupak,unbeholfen
unbeholfen-20,unbeholfen,8452-suta,unbeholfen
unbeholfen-21,unbeholfen,8473-susu,unbeholfen
unbeholfen-22,unbeholfen,8625-szegeny,unbeholfen
unbeholfen-23,unbeholfen,8776-szilimany,unbeholfen
unbeholfen-24,unbeholfen,8930-szuszimuszi,unbeholfen
unbeholfen-25,unbeholfen,8932-szuszma,unbeholfen
unbeholfen-26,unbeholfen,9530-tutyimutyi,unbeholfen
unbeholfen-27,unbeholfen,9635-ugyefogyott,unbeholfen
ungeschickt-1,ungeschickt,72-agrolszakadt,ungeschickt
ungeschickt-2,ungeschickt,105-agrolszakadt,ungeschickt
ungeschickt-3,ungeschickt,168-alamuszi,ungeschickt
ungeschickt-4,ungeschickt,990-buksi,ungeschickt
ungeschickt-5,ungeschickt,1001-bumfordi,ungeschickt
ungeschickt-6,ungeschickt,1339-csajbok,ungeschickt
ungeschickt-7,ungeschickt,1359-csampas,ungeschickt
ungeschickt-8,ungeschickt,2132-elhetetlen,ungeschickt
ungeschickt-9,ungeschickt,2259-esik,ungeschickt
ungeschickt-10,ungeschickt,4910-koca,ungeschickt
ungeschickt-11,ungeschickt,7073-pepecsel,ungeschickt
ungeschickt-12,ungeschickt,8461-suket,ungeschickt
ungeschickt-13,ungeschickt,8625-szegeny,ungeschickt
ungeschickt-14,ungeschickt,8973-tajdok,ungeschickt
ungeschickt-15,ungeschickt,9635-ugyefogyott,ungeschickt
schuftig-1,schuftig,72-agrolszakadt,schuftig
schuftig-2,schuftig,105-agrolszakadt,schuftig
schuftig-3,schuftig,685-beste,schuftig
schuftig-4,schuftig,1124-beste,schuftig
schuftig-5,schuftig,1186-cenk,schuftig
schuftig-6,schuftig,1302-condra,schuftig
schuftig-7,schuftig,1311-cudar,schuftig
schuftig-8,schuftig,5368-kutya,schuftig
schuftig-9,schuftig,5417-lafanc,schuftig
schuftig-10,schuftig,7453-pribek,schuftig
rupelhaft-1,rüpelhaft,72-agrolszakadt,rüpelhaft
rupelhaft-2,rüpelhaft,105-agrolszakadt,rüpelhaft
hergelaufen-1,hergelaufen,72-agrolszakadt,hergelaufen
hergelaufen-2,hergelaufen,105-agrolszakadt,hergelaufen
hergelaufen-3,hergelaufen,1486-csiatag,hergelaufen
hergelaufen-4,hergelaufen,3251-gyulik,hergelaufen
hergelaufen-5,hergelaufen,8022-sehonnai,hergelaufen
hergelaufen-6,hergelaufen,8042-semmihazi,hergelaufen
hergelaufen-7,hergelaufen,9322-toprongyos,hergelaufen
vonunbekannterHerkunft-1,von unbekannter Herkunft,72-agrolszakadt,von unbekannter Herkunft
Agronom-1,Agronom,73-agronomus,Agronom
Agronom-2,Agronom,106-agronomus,Agronom
Schadel-1,Schädel,74-agy,Schädel
Schadel-2,Schädel,107-agy,Schädel
Schadel-3,Schädel,5094-koponya,Schädel
Kopf-1,Kopf,74-agy,Kopf
Kopf-2,Kopf,107-agy,Kopf
Kopf-3,Kopf,2442-fej,Kopf
Kopf-4,Kopf-,2442-fej,Kopf
Kopf-5,Kopf-,2442-fej,Kopf
Kopf-6,Kopf,5063-konty,Kopf
Kopf-7,Kopf,5320-kupa,Kopf
Kopf-8,Kopf,9053-taraj,Kopf
Kopf-9,Kopf,9222-teto,Kopf
Nabe-1,Nabe,74-agy,Nabe
Nabe-2,Nabe,107-agy,Nabe
Nabe-3,Nabe,4656-kebel,Nabe
Gewehrkolben-1,Gewehrkolben,74-agy,Gewehrkolben
Gewehrkolben-2,Gewehrkolben,107-agy,Gewehrkolben
Halfter-1,Halfter,74-agy,Halfter
Halfter-2,Halfter,107-agy,Halfter
Gehirn-1,Gehirn,74-agy,Gehirn
Gehirn-2,Gehirn,107-agy,Gehirn
Gehirn-3,Gehirn,2266-esz,Gehirn
Gehirn-4,Gehirn,9810-velo,Gehirn
Vernunft-1,Vernunft,74-agy,Vernunft
Vernunft-2,Vernunft,107-agy,Vernunft
Vernunft-3,Vernunft,2142-elme,Vernunft
Vernunft-4,Vernunft,2266-esz,Vernunft
Vernunft-5,Vernunft,5094-koponya,Vernunft
Vernunft-6,Vernunft,7593-racio,Vernunft
verprugeln-1,verprügeln,74-agy,verprügeln
verprugeln-2,verprügeln,107-agy,verprügeln
verprugeln-3,verprügeln,2486-fenek,verprügeln
verprugeln-4,verprügeln,5507-lazsnak,verprügeln
verprugeln-5,verprügeln,6343-nadrag,verprügeln
verprugeln-6,verprügeln,6549-nyustol,verprügeln
verprugeln-7,verprügeln,7980-ruha,verprügeln
ausklugeln-1,ausklügeln,74-agy,
ausklugeln-2,ausklügeln,107-agy,
ausklugeln-3,ausklügeln,4785-kisut,
ersinnen-1,ersinnen,74-agy,ersinnen
ersinnen-2,ersinnen,107-agy,ersinnen
ersinnen-3,ersinnen,2326-fabrikal,ersinnen
ersinnen-4,ersinnen,2796-fundal,ersinnen
ersinnen-5,ersinnen,8732-szerez,ersinnen
ersinnen-6,ersinnen,8880-szo,ersinnen
Flubett-1,Flußbett,75-agy,Flußbett
Flubett-2,Flußbett,108-agy,Flußbett
Flubett-3,Flußbett,2519-feszek,Flußbett
Flubett-4,Flußbett,5969-meder,Flußbett
Flubett-5,Flußbett,9128-tekno,Flußbett
Bett-1,Bett,75-agy,Bett
Bett-2,Bett,108-agy,Bett
Bett-3,Bett,2664-folyik,Bett
Bett-4,Bett,5665-loca,Bett
Bett-5,Bett,6525-nyoszolya,Bett
Lagerstatte-1,Lagerstätte,75-agy,Lagerstätte
Lagerstatte-2,Lagerstätte,81-agynemu,Lagerstätte
Lagerstatte-3,Lagerstätte,114-agynemu,Lagerstätte
Lafette-1,Lafette,75-agy,Lafette
Lafette-2,Lafette,108-agy,Lafette
Essiglager-1,Essiglager,75-agy,
Essiglager-2,Essiglager,108-agy,
Bodensatz-1,Bodensatz,75-agy,Bodensatz
Bodensatz-2,Bodensatz,108-agy,Bodensatz
Bodensatz-3,Bodensatz,1368-csapadek,Bodensatz
Bodensatz-4,Bodensatz,2931-gaz,Bodensatz
Bodensatz-5,Bodensatz,8294-sonkoly,Bodensatz
Bodensatz-6,Bodensatz,9391-toportyu,Bodensatz
Bodensatz-7,Bodensatz,10014-zacc,Bodensatz
Bodensatz-8,Bodensatz,10022-zakany,Bodensatz
Beet-1,Beet,75-agy,Beet
Beet-2,Beet,108-agy,Beet
Beet-3,Beet,6864-pad,Beet
alsSymbolderFamilie-1,〈als Symbol der Familie〉,75-agy,als Symbol der Familie
alsSymbolderFamilie-2,〈als Symbol der Familie〉,108-agy,als Symbol der Familie
Streu-1,Streu,75-agy,Streu
Streu-2,Streu,108-agy,Streu
Streu-3,Streu,158-al,Streu
Streu-4,Streu,1964-dudva,Streu
Bettzeug-1,Bettzeug,75-agy,Bettzeug
Bettzeug-2,Bettzeug,81-agynemu,Bettzeug
Bettzeug-3,Bettzeug,108-agy,Bettzeug
Bettzeug-4,Bettzeug,114-agynemu,Bettzeug
Bettzeug-5,Bettzeug〉,5996-meleg,Bettzeug
aufderTenneausgebreitetesGetreidebzwaisgebreiteteGarben-1,auf der Tenne ausgebreitetes Getreide bzw. aisgebreitete Garben,75-agy,auf der Tenne ausgebreitetes Getreide bzw aisgebreitete Garben
Konkubine-1,Konkubine,75-agy,Konkubine
Konkubine-2,Konkubine,108-agy,Konkubine
Konkubine-3,Konkubine,7848-ringyo,Konkubine
sichverzanken-1,sich verzanken,76-agyabugyal,sich verzanken
sichverzanken-2,sich verzanken,109-agyabugyal,sich verzanken
irrsinnig-1,irrsinnig,77-agyafurt,irrsinnig
irrsinnig-2,irrsinnig,110-agyafurt,irrsinnig
narrisch-1,närrisch,77-agyafurt,närrisch
narrisch-2,närrisch,335-argyelus,närrisch
narrisch-3,närrisch,829-bolond,närrisch
narrisch-4,närrisch,1834-dilinos,närrisch
narrisch-5,närrisch,3325-haklis,närrisch
narrisch-6,närrisch,4183-kaba,närrisch
narrisch-7,närrisch,4238-kajko,närrisch
narrisch-8,närrisch,4605-kerge,närrisch
narrisch-9,närrisch,4970-kolontos,närrisch
narrisch-10,närrisch,5181-kotyagos,närrisch
narrisch-11,närrisch,5904-mamlasz,närrisch
narrisch-12,närrisch,6285-mufurc,närrisch
narrisch-13,närrisch,7770-reszeg,närrisch
narrisch-14,närrisch,8117-salavari,närrisch
narrisch-15,närrisch,9569-ugrifules,närrisch
hartnackig-1,hartnäckig,77-agyafurt,hartnäckig
hartnackig-2,hartnäckig,491-bakafantos,hartnäckig
hartnackig-3,hartnäckig,975-buger,hartnäckig
hartnackig-4,hartnäckig,1752-delceg,hartnäckig
hartnackig-5,hartnäckig,1985-durcas,hartnäckig
hartnackig-6,hartnäckig,5873-makacs,hartnäckig
hartnackig-7,hartnäckig,6195-mokany,hartnäckig
hartnackig-8,hartnäckig,8473-susu,hartnäckig
hartnackig-9,hartnäckig,8826-szivos,hartnäckig
Ton-1,Ton,78-agyag,Ton
Ton-2,Ton,111-agyag,Ton
Ton-3,Ton,3367-hang,Ton
Ton-4,Ton,3367-hang,Ton
Ton-5,Ton,3367-hang,Ton
Ton-6,Ton,8833-szo,Ton
Ton-7,Ton,8833-szo,Ton
Ton-8,Ton,9312-tonus,Ton
Ton-9,Ton,9312-tonus,Ton
Ton-10,Ton,9729-valyog,Ton
Hauer-1,Hauer,79-agyar,Hauer
Hauer-2,Hauer,112-agyar,Hauer
Hauer-3,Häuer,3552-hever,
knirschen-1,knirschen,79-agyar,knirschen
knirschen-2,knirschen,112-agyar,knirschen
Lende-1,Lende,80-agyek,Lende
Lende-2,Lende,113-agyek,Lende
Lende-3,Lende,3696-horpasz,Lende
Lende-4,Lende,4075-jonh,Lende
Lende-5,Lende,5422-lagyek,Lende
Lende-6,Lende,7733-remese,Lende
Lende-7,Lende,9803-vekony,Lende
zumTode-1,zum Tode,82-agyon,zum Tode
aufdenKopf-1,auf den Kopf,82-agyon,auf den Kopf
aufdenKopf-2,auf den Kopf,115-agyon,auf den Kopf
mitSchiepulverwirkendeSteinschleuder-1,mit Schießpulver wirkende Steinschleuder,83-agyu,mit Schießpulver wirkende Steinschleuder
mitSchiepulverwirkendeSteinschleuder-2,mit Schießpulver wirkende Steinschleuder,116-agyu,mit Schießpulver wirkende Steinschleuder
Werkzeug-1,Werkzeug,83-agyu,Werkzeug
Werkzeug-2,Werkzeug,116-agyu,Werkzeug
Werkzeug-3,Werkzeug,2274-eszkoz,Werkzeug
Werkzeug-4,Werkzeug,6714-organum,Werkzeug
Werkzeug-5,Werkzeug,8738-szerszam,Werkzeug
Gerat-1,Gerät,83-agyu,Gerät
Gerat-2,Gerät,116-agyu,Gerät
Gerat-3,Gerät,210-allat,Gerät
Gerat-4,Gerät,304-apparatus,Gerät
Gerat-5,Gerät,2033-edeny,Gerät
Gerat-6,Gerät,2274-eszkoz,Gerät
Gerat-7,Gerät,8173-sikattyu,Gerät
Gerat-8,Gerät,8718-szer,Gerät
Gerat-9,Gerät,8738-szerszam,Gerät
Gerat-10,Gerät,9911-villa,Gerät
Gerat-11,Gerät〉,9922-vinnyog,Gerät
Gerat-12,Gerät〉,9939-visit,Gerät
Geschutz-1,Geschütz,83-agyu,Geschütz
Kanone-1,Kanone,83-agyu,Kanone
KanonemitSprengsatz-1,Kanone mit Sprengsatz,83-agyu,Kanone mit Sprengsatz
KanonemitSprengsatz-2,Kanone mit Sprengsatz,116-agyu,Kanone mit Sprengsatz
sehnlichwunschen-1,〈sehnlich〉 wünschen,84-ahit,sehnlich wünschen
Sehnsucht-1,Sehnsucht,84-ahit,Sehnsucht
Sehnsucht-2,Sehnsucht,117-ahit,Sehnsucht
Sehnsucht-3,Sehnsucht,2037-eg,Sehnsucht
Sehnsucht-4,Sehnsucht,9689-vagyik,Sehnsucht
Andacht-1,Andacht,84-ahit,Andacht
Andacht-2,Andacht,117-ahit,Andacht
Tal-1,Tal,85-aj,Tal
Tal-2,Tal,119-aj,Tal
Tal-3,Tal,351-arok,Tal
Tal-4,Tal,3074-godor,Tal
Tal-5,Tal,4656-kebel,Tal
Tal-6,Tal,5734-lunka,Tal
Tal-7,Tal,7913-rona,Tal
Tal-8,Tal,8429-sukoro,Tal
Tal-9,Tal,9999-volgy,Tal
Schlucht-1,Schlucht,85-aj,Schlucht
Schlucht-2,Schlucht,119-aj,Schlucht
Offnung-1,Öffnung,85-aj,Öffnung
Offnung-2,Öffnung,119-aj,Öffnung
Offnung-3,Öffnung,142-akna,Öffnung
Offnung-4,Öffnung,7762-res,Öffnung
Offnung-5,Öffnung,8505-szaj,Öffnung
Offnung-6,Öffnung,9047-tar,Öffnung
Falz-1,Falz,85-aj,Falz
Falz-2,Falz,119-aj,Falz
Falz-3,Falz,3339-halk,Falz
Kerbe-1,Kerbe,85-aj,Kerbe
Kerbe-2,Kerbe,119-aj,Kerbe
Kerbe-3,Kerbe,3339-halk,Kerbe
Kerbe-4,Kerbe,8162-sas,Kerbe
Zaum-1,Zaum,85-aj,Zaum
Zaum-2,Zaum,119-aj,Zaum
Zaum-3,Zaum,2452-fek,Zaum
Zaum-4,Zaum,4370-kantar,Zaum
Zwischenraum-1,Zwischenraum,85-aj,Zwischenraum
Zwischenraum-2,Zwischenraum,119-aj,Zwischenraum
Zwischenraum-3,Zwischenraum,3556-hezag,Zwischenraum
Zwischenraum-4,Zwischenraum,4862-koz,Zwischenraum
Zwischenraum-5,Zwischenraum,4869-kozol,Zwischenraum
Zwischenraum-6,Zwischenraum,9174-ter,Zwischenraum
angezeichnet-1,angezeichnet,85-aj,angezeichnet
angezeichnet-2,angezeichnet,119-aj,angezeichnet
Sardelle-1,Sardelle,85-aj,Sardelle
Sardelle-2,Sardelle,85-aj,Sardelle
Sardelle-3,Sardelle,119-aj,Sardelle
Sardelle-4,Sardelle,8584-szardella,Sardelle
Mund-1,Mund,86-ajak,Mund
Mund-2,Mund,120-ajak,Mund
Mund-3,Mund,2298-etyepetye,Mund
Mund-4,Mund〉,7671-rebeg,Mund
Mund-5,Mund,8505-szaj,Mund
Lippe-1,Lippe,86-ajak,Lippe
Lippe-2,Lippe,120-ajak,Lippe
Lippe-3,Lippe,7671-rebeg,Lippe
Schamlippe-1,Schamlippe,86-ajak,Schamlippe
Schamlippe-2,Schamlippe,120-ajak,Schamlippe
OffnungeinesGefaes-1,Öffnung 〈eines Gefäßes〉,86-ajak,Öffnung eines Gefäßes
OffnungeinesGefaes-2,Öffnung 〈eines Gefäßes〉,120-ajak,Öffnung eines Gefäßes
Kinn-1,Kinn,86-ajak,Kinn
Kinn-2,Kinn,120-ajak,Kinn
Kinn-3,Kinn,203-all,Kinn
Kinn-4,Kinn,6706-orca,Kinn
Lippenblutler-1,Lippenblütler,86-ajak,Lippenblütler
Lippenblutler-2,Lippenblütler,120-ajak,Lippenblütler
Geschenk-1,Geschenk,87-ajandek,Geschenk
Geschenk-2,Geschenk,121-ajandek,Geschenk
Geschenk-3,Geschenk,7338-pomana,Geschenk
Opfergabe-1,Opfergabe,87-ajandek,Opfergabe
Opfergabe-2,Opfergabe,121-ajandek,Opfergabe
anbieten-1,anbieten,88-ajanl,anbieten
anbieten-2,anbieten,3850-imad,anbieten
anbieten-3,anbieten,4767-kinal,anbieten
anbieten-4,anbieten,9595-unszol,anbieten
anvertrauen-1,anvertrauen,88-ajanl,anvertrauen
anvertrauen-2,anvertrauen,751-bizik,anvertrauen
anvertrauen-3,anvertrauen,3290-hagy,anvertrauen
anvertrauen-4,anvertrauen,3290-hagy,anvertrauen
opfern-1,opfern,88-ajanl,opfern
opfern-2,opfern,122-ajanl,opfern
opfern-3,opfern,183-ald,opfern
versprechen-1,versprechen,88-ajanl,versprechen
versprechen-2,versprechen,122-ajanl,versprechen
versprechen-3,versprechen,2635-fogad,versprechen
versprechen-4,versprechen,3813-iger,versprechen
versprechen-5,versprechen,6415-nez,versprechen
aldozat-1,áldozat,88-ajanl,
aldozat-2,áldozat,122-ajanl,
Angelobung-1,Angelobung,88-ajanl,Angelobung
Angelobung-2,Angelobung,122-ajanl,Angelobung
Angebot-1,Angebot,88-ajanl,Angebot
Angebot-2,Angebot,122-ajanl,Angebot
Empfehler-1,Empfehler,88-ajanl,Empfehler
Empfehler-2,Empfehler,122-ajanl,Empfehler
Einschreibebrief-1,Einschreibebrief,88-ajanl,Einschreibebrief
Einschreibebrief-2,Einschreibebrief,122-ajanl,Einschreibebrief
Luft-1,Luft,89-ajer,Luft
Luft-2,Luft,123-ajer,Luft
Luft-3,Luft,2038-eg,Luft
Luft-4,Luft,5526-leg,Luft
Luft-5,Luft,5526-leg,Luft
Luft-6,Luft,5604-levego,Luft
Luft-7,Luft,5604-levego,Luft
Luft-8,Luft,5727-luft,Luft
Luft-9,Luft,8651-szel,Luft
Atmosphare-1,Atmosphäre,89-ajer,Atmosphäre
Atmosphare-2,Atmosphäre,123-ajer,Atmosphäre
Atmosphare-3,Atmosphäre,408-atmoszfera,Atmosphäre
Atmosphare-4,Atmosphäre,5604-levego,Atmosphäre
heilkraftigeFlussigkeit-1,heilkräftige Flüssigkeit,89-ajer,heilkräftige Flüssigkeit
heilkraftigeFlussigkeit-2,heilkräftige Flüssigkeit,123-ajer,heilkräftige Flüssigkeit
Wind-1,Wind,89-ajer,Wind
Wind-2,Wind,123-ajer,Wind
Wind-3,Wind,5727-luft,Wind
Wind-4,Wind〉,8218-sivar,Wind
Wind-5,Wind〉,8421-sug,Wind
Wind-6,Wind,8651-szel,Wind
Gestank-1,Gestank,89-ajer,Gestank
Gestank-2,Gestank,123-ajer,Gestank
Gestank-3,Gestank,1057-buz,Gestank
Gestank-4,Gestank,3265-habarnica,Gestank
hatscheln-1,hätscheln,90-ajnaroz,
hatscheln-2,hätscheln,124-ajnaroz,
hatscheln-3,hätscheln,1633-csucsujgat,
hatscheln-4,hätscheln,4665-kecseget,
pflegen-1,pflegen,90-ajnaroz,pflegen
pflegen-2,pflegen,124-ajnaroz,pflegen
pflegen-3,pflegen,300-apol,pflegen
pflegen-4,pflegen,1733-dedelget,pflegen
pflegen-5,pflegen,6413-nevel,pflegen
ordnen-1,ordnen,90-ajnaroz,ordnen
ordnen-2,ordnen,124-ajnaroz,ordnen
ordnen-3,ordnen,9712-valogat,ordnen
andachtig-1,andächtig,91-ajtatos,andächtig
andachtig-2,andächtig,125-ajtatos,andächtig
andachtig-3,andächtig,9630-udvozlegy,andächtig
scheinheilig-1,scheinheilig,91-ajtatos,scheinheilig
scheinheilig-2,scheinheilig,125-ajtatos,scheinheilig
scheinheilig-3,scheinheilig,1347-csal,scheinheilig
Tur-1,Tür,92-ajto,Tür
Tur-2,Tür,126-ajto,Tür
Tur-3,Tür,7374-porta,Tür
ajtoorizo-1,ajtóőriző,92-ajto,
Turpfosten-1,Türpfosten,93-ajtofel,Türpfosten
Turpfosten-2,Türpfosten,127-ajtofel,Türpfosten
Turpfosten-3,Türpfosten,5998-mellek,Türpfosten
Turpfosten-4,Türpfosten,9535-tugy,Türpfosten
erschrecken-1,erschrecken,94-ajul,erschrecken
erschrecken-2,erschrecken,128-ajul,erschrecken
erschrecken-3,erschrecken,222-almel,erschrecken
erschrecken-4,erschrecken,254-amul,erschrecken
erschrecken-5,erschrecken,8895-szornyudik,erschrecken
inOhnmachtfallen-1,in Ohnmacht fallen,94-ajul,in Ohnmacht fallen
inOhnmachtfallen-2,in Ohnmacht fallen,128-ajul,in Ohnmacht fallen
inOhnmachtfallen-3,in Ohnmacht fallen,186-alel,in Ohnmacht fallen
staunen-1,staunen,94-ajul,staunen
staunen-2,staunen,128-ajul,staunen
staunen-3,staunen,254-amul,staunen
staunen-4,staunen,608-bavad,staunen
almelkodik-1,álmélkodik,94-ajul,
abspreizendenMund-1,abspreizen 〈den Mund〉,95-ajz,abspreizen den Mund
aufzaumen-1,aufzäumen,95-ajz,
aufzaumen-2,aufzäumen,129-ajz,
denBogen-1,〈den Bogen,95-ajz,den Bogen
dieSehnespannen-1,die Sehne〉spannen,95-ajz,die Sehnespannen
offnendenMund-1,öffnen 〈den Mund〉,95-ajz,öffnen den Mund
steigern-1,steigern,95-ajz,steigern
steigern-2,steigern,129-ajz,steigern
steigern-3,steigern,2174-emel,steigern
steigern-4,steigern,6346-nagy,steigern
uberspanneneinGefuhl-1,überspannen 〈ein Gefühl,95-ajz,überspannen ein Gefühl
einenGemutszustand-1,einen Gemütszustand〉,95-ajz,einen Gemütszustand
spanneneinMusikinstrument-1,spannen 〈ein Musikinstrument,95-ajz,spannen ein Musikinstrument
seineSaite-1,seine Saite〉,95-ajz,seine Saite
seineSaite-2,seine Saite〉,129-ajz,seine Saite
Pferdegebi-1,Pferdegebiß,95-ajz,
Pferdegebi-2,Pferdegebiß,129-ajz,
Pferdegebi-3,Pferdegebiß,10012-zabla,
Pferdegebi-4,Pferdegebiß,10034-zar,
zabola-1,zabola,95-ajz,
zabola-2,zabola,129-ajz,
Akazienbaum-1,Akazienbaum,96-akac,
Robiniengeholz-1,Robiniengehölz,96-akac,
Robiniengeholz-2,Robiniengehölz,130-akac,
Schule-1,Schule,97-akademia,Schule
Schule-2,Schule,131-akademia,Schule
Schule-3,Schule,8430-suli,Schule
Hochschule-1,Hochschule,97-akademia,Hochschule
Hochschule-2,Hochschule,131-akademia,Hochschule
Hochschule-3,Hochschule〉,2357-fakultas,Hochschule
Konzert-1,Konzert,97-akademia,Konzert
Konzert-2,Konzert,131-akademia,Konzert
AkademiederWissenschaften-1,Akademie der Wissenschaften,97-akademia,Akademie der Wissenschaften
AkademiederWissenschaften-2,Akademie der Wissenschaften,131-akademia,Akademie der Wissenschaften
Erstauffuhrung-1,Erstaufführung,97-akademia,Erstaufführung
Erstauffuhrung-2,Erstaufführung,131-akademia,Erstaufführung
wollen-1,wollen,98-akar,wollen
wollen-2,wollen,132-akar,wollen
wollen-3,wollen,8562-szan,wollen
freiwillig-1,freiwillig,98-akar,freiwillig
freiwillig-2,freiwillig,132-akar,freiwillig
freiwillig-3,freiwillig,6577-onkent,freiwillig
freiwillig-4,freiwillig,6577-onkent,freiwillig
